"ID_TEMPO";"ID_PODER";"ID_UNIDADE_ORC";"ANO_PARTICAO";"VR_ATIVO";"VR_INATIVO";"VR_PENSIONISTA";"VR_CONTRATADO"
4007;3;7602;2016;562299,56;0;0;0
4007;2;7345;2016;212819401,57;53209921,6;13279525,52;0
4007;3;7363;2016;856766,47;0;0;0
4009;3;7399;2016;0;0;0;0
4012;3;7595;2016;952590,41;0;0;0
4012;3;7397;2016;594082,87;0;0;0
4011;3;7370;2016;53840556,24;22798418,72;0;0
4011;3;7603;2016;309515,54;0;0;0
4011;3;7600;2016;848924,01;0;0;252362
4011;3;7348;2016;510398,16;0;0;0
4011;3;7411;2016;6081,31;715217499,57;132832446,46;0
4013;2;7345;2016;289798452,89;96106530,59;15048058,04;0
4014;2;7346;2016;0;0;0;0
4014;3;7379;2016;620050,01;0;0;0
4015;3;7415;2016;21779282,14;0;8800;0
4016;3;7363;2016;808487,84;0;0;0
4018;3;7383;2016;0;0;0;0
4016;3;7403;2016;889825,9;0;0;0
4016;3;7432;2016;894293,48;0;0;50916,43
4016;3;7371;2016;488927,75;0;0;0
4017;3;7433;2016;752839,51;0;0;0
4017;3;7348;2016;482843,4;0;0;0
4018;3;7422;2016;9245058,91;0;0;0
4018;3;7357;2016;140794685,94;0;0;0
4017;2;7345;2016;217612916,17;78619045,61;13605302,26;0
4018;3;7348;2016;1052567,26;0;0;0
4018;3;7607;2016;22556160,02;0;0;0
4012;3;7607;2016;21008397,15;0;0;0
4008;3;7386;2016;9050573,23;0;0;340608,56
4008;3;7595;2016;1037105,07;0;0;0
4009;3;7429;2016;169823,96;0;0;2209,92
4009;3;7424;2016;643932,26;0;101477117,66;0
4011;2;7346;2016;0;0;0;0
4012;3;7428;2016;235310,52;0;440;0
4012;3;7416;2016;0;0;0;0
4013;3;7599;2016;41744,97;0;0;0
4014;3;7387;2016;126672435,69;0;0;0
4014;3;7380;2016;0;0;0;0
4014;3;7603;2016;307854,36;0;0;0
4015;3;7361;2016;392315844,6;435953517,13;0;0
4015;3;7435;2016;4525208,99;0;0;8941,11
4015;3;7419;2016;492525,65;0;0;0
4016;3;7605;2016;112906,25;0;0;0
4016;3;7601;2016;387895,4;0;0;0
4017;3;7365;2016;765784,98;0;0;646,79
4017;3;7609;2016;710179,18;0;0;0
4008;3;7361;2016;377773047,24;421985130,59;0;0
4008;3;7385;2016;1715097,79;0;0;0
4007;4;7352;2016;0;0;0;0
4009;3;7434;2016;1012562,99;0;0;0
4010;3;7385;2016;1679974,27;0;0;0
4011;3;7357;2016;76117851,47;0;0;0
4013;3;7368;2016;6379445,52;0;0;3653,46
4013;3;7418;2016;2307222,74;0;0;4405,58
4014;3;7373;2016;65141908,74;0;0;63650888,4
4014;3;7359;2016;335629,87;0;0;0
4015;3;7359;2016;338488,27;0;0;0
4016;3;7387;2016;127733154,84;0;0;0
4016;3;7426;2016;1188465,61;0;0;0
4017;3;7434;2016;977785,29;0;0;0
4007;3;7409;2016;0;0;0;0
4010;1;7344;2016;32211170,18;11446513,55;118227,02;0
4012;3;7399;2016;0;0;0;0
4007;4;7350;2016;82579605,29;22509557,98;4721906,96;0
4007;3;7372;2016;18878819,27;6949973,35;0;0
4009;3;7426;2016;1242028,19;0;0;0
4009;3;7400;2016;878935,43;0;0;0
4008;3;7413;2016;0;0;15767394,16;0
4011;3;7403;2016;925890,32;0;0;0
4012;3;7365;2016;804760,23;0;0;0
4013;3;7434;2016;1356863,8;0;0;0
4013;3;7359;2016;333729,55;0;0;0
4013;3;7423;2016;437680,41;0;1297,81;0
4014;3;7606;2016;151733,96;0;0;0
4015;3;7373;2016;60228852,17;0;0;51324579,29
4015;3;7421;2016;1222283,76;0;0;0
4016;3;7353;2016;259180,99;0;0;0
4015;3;7380;2016;0;0;0;0
4017;3;7397;2016;590487,71;0;0;0
4017;3;7612;2016;0;0;0;0
4017;3;7600;2016;761113,19;0;0;24865,23
4018;3;7404;2016;1013219,58;0;0;0
4014;3;7607;2016;18308058,6;0;0;0
4014;3;7609;2016;529151,26;0;0;0
4007;3;7433;2016;869333,51;0;0;0
4008;3;7437;2016;568374,35;0;0;0
4007;3;7605;2016;167984,07;0;0;0
4009;3;7365;2016;828482,1;0;0;231,12
4010;3;7348;2016;537983,34;0;0;0
4012;3;7367;2016;28110329,29;0;0;48849,82
4011;3;7363;2016;888308,82;0;0;0
4012;3;7432;2016;937564,56;0;0;86701,44
4014;3;7383;2016;0;0;0;0
4014;3;7413;2016;0;0;15497980,59;0
4018;3;7432;2016;1758320,3;0;0;78972,74
4018;3;7379;2016;1055389,83;0;0;0
4007;3;7397;2016;595128,8;0;0;0
4007;3;7405;2016;915557,41;0;0;0
4009;3;7415;2016;20589794,12;0;7040;1950,4
4009;3;7421;2016;1291551,29;0;0;0
4010;3;7612;2016;0;0;0;0
4011;3;7362;2016;679546530,92;0;0;249435,14
4012;3;7440;2016;13113337,5;0;0;716456,91
4012;3;7379;2016;570607,77;0;0;0
4012;3;7417;2016;166944,47;0;0;0
4012;3;7431;2016;632334,03;0;0;0
4012;3;7405;2016;981247,45;0;0;0
4014;2;7345;2016;208992847,54;82156149,86;13492657,23;0
4015;3;7431;2016;642846,11;0;0;0
4015;3;7411;2016;5931,31;728540676,69;131786898,88;0
4016;3;7404;2016;522922,03;0;0;0
4018;3;7430;2016;2863910,2;0;1760;0
4008;3;7609;2016;536999,39;0;0;0
4009;1;7597;2016;0;0;0;0
4016;3;7609;2016;538512,81;0;0;0
4007;3;7436;2016;58380380,02;0;43365,06;8923011,54
4010;3;7437;2016;572198,82;0;0;0
4011;3;7399;2016;0;0;0;0
4012;4;7352;2016;0;0;0;0
4012;1;7610;2016;0;0;0;0
4014;3;7596;2016;8530479,29;0;0;1174032,47
4015;3;7367;2016;28043464,96;0;0;9894,01
4016;3;7423;2016;438718,1;0;1297,81;0
4016;3;7379;2016;519848,14;0;0;0
4017;3;7599;2016;39464,8;0;0;0
4018;3;7373;2016;132482630,78;0;0;130197957,65
4018;3;7368;2016;11753786,07;0;0;3739,87
4018;3;7387;2016;239541054,02;0;0;0
4015;3;7607;2016;18093994,9;0;0;0
4008;3;7397;2016;559343,93;0;0;0
4009;3;7360;2016;622466,8;0;0;0
4009;3;7599;2016;38495,61;0;0;0
4010;3;7363;2016;823557,15;0;0;0
4010;3;7429;2016;168569,32;0;0;1999,05
4011;3;7424;2016;680035,5;0;102225350,56;0
4012;3;7359;2016;339100,75;0;0;0
4015;3;7379;2016;555406,73;0;0;0
4016;3;7421;2016;1211315,08;0;0;0
4017;3;7602;2016;421561,34;0;0;0
4017;3;7399;2016;0;0;0;0
4018;3;7374;2016;0;0;0;0
4018;4;7352;2016;0;0;0;0
4015;1;7610;2016;0;0;0;0
4017;3;7372;2016;37659544,75;12164383,35;0;0
4018;3;7399;2016;0;0;0;0
4018;3;7369;2016;0;0;0;0
4007;3;7607;2016;21134562,15;0;0;0
4007;3;7441;2016;9045519,07;0;0;643271,45
4007;3;7429;2016;181847,89;0;0;3270,32
4007;3;7426;2016;1297184,73;0;0;0
4008;3;7379;2016;602001,38;0;0;0
4012;3;7436;2016;57615092,45;0;51301,69;9259586,78
4012;1;7344;2016;47805188;17513356,78;174542,04;0
4012;3;7434;2016;981221,46;0;0;0
4015;3;7440;2016;13049869,58;0;0;658593,46
4015;3;7598;2016;10498096,2;0;0;0
4018;3;7370;2016;106885624,29;47323234,6;0;0
4018;3;7437;2016;992611,87;0;0;0
4018;3;7436;2016;112014700,69;0;115218,7;17296494,36
4014;3;7608;2016;7625102,63;0;0;0
4007;3;7361;2016;352434299,71;389946588,55;0;0
4007;3;7595;2016;1059008,27;0;0;0
4008;3;7417;2016;163915,97;0;0;0
4009;3;7357;2016;76729041,96;0;0;0
4009;3;7600;2016;844858,18;0;0;454642,32
4008;2;7345;2016;217783193,26;94113085,79;13284544,9;0
4010;3;7432;2016;981489,3;0;0;88834,88
4010;3;7428;2016;192183,78;0;987,55;0
4012;3;7426;2016;1245765,33;0;0;0
4012;4;7350;2016;102215235,14;22501144,02;4713234,66;0
4010;3;7354;2016;90769,31;0;0;0
4011;3;7423;2016;489259,06;0;1297,81;0
4011;3;7360;2016;749252,14;0;0;0
4011;3;7612;2016;0;0;0;0
4011;3;7605;2016;159654,8;0;0;0
4012;3;7438;2016;7835849,63;0;216058,88;0
4013;3;7428;2016;209316,31;0;880;0
4014;3;7361;2016;369220574,97;406286323,63;0;0
4014;3;7423;2016;925977,5;0;1297,81;0
4015;3;7601;2016;402296,82;0;0;0
4015;3;7606;2016;145813,46;0;0;0
4018;3;7363;2016;1536196,98;0;0;0
4018;3;7439;2016;0;0;0;0
4011;3;7608;2016;7223151,58;0;0;0
4009;3;7417;2016;168066,83;0;0;0
4010;3;7349;2016;12728698,74;0;0;0
4010;3;7357;2016;75858853,31;0;0;0
4010;3;7600;2016;866229,58;0;0;253639,72
4011;3;7397;2016;578854,33;0;0;0
4011;3;7599;2016;42212,4;0;0;0
4012;3;7360;2016;656304,05;0;0;0
4007;2;7346;2016;0;0;0;0
4007;3;7360;2016;658272,51;0;0;0
4008;3;7403;2016;991273,89;0;0;0
4008;1;7343;2016;49448471,81;22973403,13;173763,76;0
4007;3;7434;2016;1032920,27;0;0;0
4009;3;7368;2016;5935591,58;0;0;49,49
4009;3;7436;2016;58568363,5;0;81366,66;9057878,58
4009;3;7435;2016;4460880,69;0;0;168636,8
4010;3;7395;2016;0;0;0;0
4010;3;7603;2016;300055,98;0;0;0
4013;3;7362;2016;639770249,69;0;0;217929,08
4013;3;7383;2016;0;0;0;0
4014;3;7430;2016;2315863,33;0;880;0
4016;3;7603;2016;157264,53;0;0;0
4016;3;7376;2016;595866,29;0;0;0
4017;4;7352;2016;0;0;0;0
4013;3;7608;2016;7025933,81;0;0;0
4008;3;7598;2016;10540819,99;0;0;0
4007;3;7598;2016;9583646,59;0;0;11318,67
4008;3;7383;2016;0;0;0;0
4009;3;7431;2016;636230,87;0;0;0
4009;3;7405;2016;819681,2;0;0;0
