id_linha_fornec;sqa_linha_fornec;cd_linha_fornec;nome
1831940;2103;6311;"EQUIPAMENTOS, ARTIGOS, PECAS E COMPONENTES PARA RECREACAO E DESPORTO"
1831941;2123;3431;"EQUIPAMENTOS PARA CRIACAO E TRATAMENTO DE ANIMAIS"
1831942;2143;561;"IMPLANTACAO, MANUTENCAO, GERENCIAMENTO E OPERACAO DE UNIDADE DE CONSERVACAO ESTADUAL"
1831943;2183;5011;"COMPONENTES,PECAS E ACESSORIOS GRUPOS GERADORES, TRANSFORMADORES ELE TRICOS E AFINS"
1831944;2223;3421;"ARTIGOS AGRICOLAS (CONSUMO)"
1831945;2224;3446;"EQUIPAMENTOS PARA JARDINAGEM E HORTICULTURA"
1831946;2263;237;"OBRA PARA REFORMA E/OU ADAPTACAO DE BENS IMOVEIS"
1831947;2303;1712;"SERVICO DE APOIO A CLIENTES - SERVICE DESK/HELP DESK"
1831948;2323;562;"LOCACAO DE VEICULOS ESPECIAIS"
1831949;2343;5045;"EQUIPAMENTOS E APARELHOS DE ILUMINACAO CENICA, ESTUDIO DE TV"
1831950;2363;5845;"MOBILIARIO TECNICO PARA SISTEMA DE TELEVISAO"
1831951;2383;671;"SERVICOS GERAIS E SERVICOS TECNICOS PRESTADOS PELA MGS"
1831952;2403;1011;"ARMAMENTO,MUNICOES,EQUIPAMENTOS E ARTIGOS DE USO POLICIAL"
1831953;2404;1012;"ARTIGOS PIROTECNICOS E SINALIZADORES"
1831954;2405;1211;"AERONAVES, COMPONENTES, EQUIPAMENTOS E ACESSORIOS DE AERONAVES"
1831955;2406;1212;"EQUIPAMENTOS, COMPONENTES E ACESSORIOS PARA SERVICO DE AERODROMOS E AEROPORTOS"
1831956;2407;1311;"EMBARCACOES, EQUIPAMENTOS, COMPONENTES E ACESSORIOS PARA EMBARCACOES"
1831957;2408;1411;"EQUIPAMENTOS, COMPONENTES E ARTIGOS PARA CAÇA, PESCA E CAMPING"
1831958;2409;1511;"VEICULOS DE PASSAGEIROS E DE CARGA, COMPONENTES E ACESSORIOS, EXCETO PNEUS"
1831959;2410;2011;"MOTORES, TURBINAS E EQUIPAMENTOS PARA TRANSMISSAO DE FORCA,COMPONENTESE ACESSORIOS"
1831960;2411;3111;"ROLAMENTOS, MANCAIS E COMPONENTES"
1831961;2412;3213;"MAQUINAS, COMPONENTES, SUPRIMENTOS E EQUIPAMENTOS PARA INDUSTRIA ESPE CIALIZADA"
1831962;2413;3214;"MAQUINAS, COMPONENTES, SUPRIMENTOS E EQUIPAMENTOS PARA SOLDAGEM E CORTE"
1831963;2414;3215;"MAQUINAS, COMPONENTES, SUPRIMENTOS E EQUIPAMENTOS PARA LAVANDERIA"
1831964;2415;3216;"MAQUINAS, COMPONENTES, SUPRIMENTOS E EQUIPAMENTOS PARA INDUSTRIA GRAFICA"
1831965;2416;3217;"MAQUINAS, COMPONENTES, SUPRIMENTOS E EQUIPAMENTOS PARA EMBALAGEM E ACONDICIONAMENTO"
1831966;2417;3218;"MAQUINAS, COMPONENTES, SUPRIMENTOS E EQUIPAMENTOS PARA INDUSTRIA QUIMICA E FARMACEUTICA"
1831967;2418;3219;"MAQUINAS, COMPONENTES, SUPRIMENTOS E EQUIPAMENTOS PARA COSTURA, ESTAMPARIA, INDUSTRIA TEXTIL E CALCADOS"
1831968;2419;3311;"EQUIPAMENTOS E UTENSILIOS COMERCIAIS E DE SERVICOS, COMPONENTES E ACESSORIOS"
1831969;2423;3411;"TRATORES, EQUIPAMENTOS, COMPONENTES E ACESSORIOS AGRICOLAS"
1831970;2424;3412;"MAQUINAS E EQUIPAMENTOS PARA AGROPECUARIA E VETERINARIA"
1831971;2425;3413;"EQUIPAMENTOS PARA CONTROLE DE PRAGAS E COMPONENTES"
1831972;2426;3414;"EQUIPAMENTOS, FERRAMENTAS, UTENSILIOS E COMPONENTES PARA JARDINAGEM E HORTICULTURA"
1831973;2427;3417;"ANIMAIS VIVOS"
1831974;2428;3511;"MAQUINAS, EQUIPAMENTOS E COMPONENTES PARA MINERACAO, ESCAVACAO E CONSERVACAO DE ESTRADAS"
1831975;2429;3512;"PLACAS, DISPOSITIVOS E COMPONENTES DE IDENTIFICACAO E SINALIZACAO"
1831976;2430;3611;"MAQUINAS, COMPONENTES EQUIPAMENTOS E VEICULOS PARA MOVIMENTACAO DE CARGA"
1831977;2431;3612;"ELEVADOR, ESCADA ROLANTE, ACESSORIOS E COMPONENTES PARA MOVIMENTACAO DE PESSOAS"
1831978;2432;3711;"CABOS DE ACO, DE FIBRAS, CORDOALHAS,CORRENTES E COMPONENTES"
1831979;2433;3811;"REFRIGERACAO, CONDICIONAMENTO DE AR E VENTILACAO, COMPONENTES E ACESSORIOS"
1831980;2434;3912;"EQUIPAMENTOS, COMPONENTES, ACESSORIOS E ARTIGOS PARA COMBATE A INCENDIO, RESGATE, BUSCA E SALVAMENTO"
1831981;2435;3927;"EQUIPAMENTOS PARA PROTECAO INDIVIDUAL - EPI"
1831982;2436;3928;"EQUIPAMENTOS E ARTIGOS DE SEGURANCA PATRIMONIAL"
1831983;2437;4011;"BOMBAS, COMPRESSORES, CENTRIFUGAS, SEPARADORES, FILTROS E COMPONENTES"
1831984;2438;4111;"EQUIPAMENTOS E ARTIGOS PARA PURIFICACAO E TRATAMENTO DE AGUA E TRATAMENTO DE ESGOTO"
1831985;2439;4211;"EQUIPAMENTOS, MATERIAIS,COMPONENTES E ESTRUTURAS PARA CONSTRUCAO CIVIL"
1831986;2440;4411;"FERRAMENTAS MOTORIZADAS E NAO MOTORIZADAS, COMPONENTES E ACESSORIOS"
1831987;2441;4511;"MATERIAL DE CONSTRUCAO"
1831988;2442;4516;"FERRAGENS, ABRASIVOS, MATERIAIS PARA VEDACAO E FIXACAO"
1831989;2443;4611;"ESTRUTURAS PRE-FABRICADAS"
1831990;2444;4711;"MATERIAIS PARA CONSTRUCAO"
1831991;2445;4811;"EQUIPAMENTOS DE COMUNICACAO, COMPONENTES E ACESSORIOS"
1831992;2446;4911;"ARTIGOS E COMPONENTES ELETRICOS E ELETRONICOS, ANTENAS, BATERIAS, PILHAS E ACUMULADORES ELETRICOS"
1831993;2447;5012;"EQUIPAMENTOS, COMPONENTES E ACESSORIOS PARA GERACAO E DISTRIBUICAO DE ENERGIA"
1831994;2448;5026;"EQUIPAMENTOS, APARELHOS E ARTIGOS DE ILUMINACAO"
1831995;2449;5111;"INSTRUMENTOS E EQUIPAMENTOS ODONTOLOGICOS, COMPONENTES E ACESSORIOS"
1831996;2450;5126;"SUPRIMENTOS ODONTOLOGICOS"
1831997;2451;5211;"INSTRUMENTOS E EQUIPAMENTOS MEDICOS-HOSPITALARES, COMPONENTES E ACESSORIOS"
1831998;2452;5216;"EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS"
1894563;2683;1620;"SERVICO DE MONITORAMENTO E RASTREAMENTO DE AERONAVES OU VEICULOS"
1832512;2663;341;"INSTALACAO DE VIVEIROS DE PLANTAS OU ANIMAIS E ESTUFAS AGRICOLAS"
1899033;2703;672;"SERVICO DE FORNECIMENTO DE LANCHES"
1831545;357;770;"SERVICOS DE CUSTODIA DE TITULOS E VALORES MOBILIARIOS"
1831546;358;771;"SERVICOS DE CONSULTORIA E ASSESSORIA EM TELEMARKETING"
1831547;359;772;"SERVICOS DE AUDITORIA NA AREA DE SAUDE"
1831548;360;773;"SERVICOS DE CRECHE"
1831549;361;774;"SERVICOS DE CONSULTORIA E ASSESSORIA EM RECURSOS HUMANOS"
1831550;362;775;"SERVICOS DE CONSULTORIA E ASSESSORIA EM ESTATISTICA"
1831551;363;776;"SERVICOS DE AUDITORIA DE LABORATORIOS"
1831552;364;777;"SERVICOS DE CONSULTORIA E ASSESSORIA EM AREA DE SEGURANCA PUBLICA"
1831553;365;778;"SERVICOS DE FORNECIMENTO DE AGUA POR MEIO DE CAMINHAO PIPA"
1831554;366;779;"SERVICOS DE INTERPRETE DE LINGUAGEM DOS SINAIS PARA DEFICIENTES AUDITIVOS (SERVICO DE INTERPRETE DE LIBRAS)"
1831555;367;780;"SERVICOS TECNICOS ESPECIALIZADOS EM GINASTICA LABORAL E DE ACADEMIA DE GINASTICA"
1831556;368;781;"SERVICOS TECNICOS ESPECIALIZADOS DE HIALOTECNIA"
1831557;369;782;"SERVICOS DE CORRETAGEM DE ACOES"
1831558;370;783;"SERVICOS ESPECIALIZADOS EM COMISSARIA DE BORDO"
1831559;371;784;"SERVICOS DE CONSULTORIA EM AREA NUTRICIONAL OU ALIMENTICIA"
1831560;372;785;"SERVICOS DE INTERMEDIACAO EM NEGOCIACAO DE TITULOS PUBLICOS"
1831561;373;786;"TRATAMENTO E RECICLAGEM DE MATERIAIS DIVERSOS"
1831562;374;787;"SERVICOS ESPECIALIZADOS EM COLHEITAS AGRICOLAS"
1831563;375;788;"SERVICOS ESPECIALIZADOS EM AREA AGROPECUARIA"
1831564;376;801;"SERVICOS DE ACONDICIONAMENTO E/OU ARMAZENAMENTO DE MATERIAIS"
1831565;377;802;"SERVICOS POSTAIS E DE MALOTE"
1831566;378;803;"SERVICOS DE MUDANCA"
1831567;379;804;"SERVICOS DE TRANSPORTE AEREO DE CARGAS"
1831568;380;805;"SERVICOS DE TRANSPORTE FLUVIAL DE CARGAS"
1831569;381;806;"SERVICOS DE TRANSPORTE RODOVIARIO DE CARGAS"
1831570;382;807;"SERVICOS DE TRANSPORTE DE MATERIAL RADIOATIVO"
1831571;383;808;"SERVICOS DE TRANSPORTE DE VALORES"
1831572;384;809;"SERVICOS DE TRANSPORTE DE MATERIAIS E EQUIPAMENTOS PARA OBRAS"
1831573;385;810;"SERVICOS POSTAIS"
1831574;386;811;"SERVICOS DE TRANSPORTE E DISTRIBUICAO DE JORNAIS"
1831575;387;812;"SERVICOS DE TRANSPORTE DE PASSAGEIROS"
1831576;388;813;"SERVICOS DE ENTREGAS RAPIDAS"
1831577;389;814;"SERVICOS DE TRANSPORTE DE PASSAGEIROS"
1831578;390;815;"SERVICOS DE TRANSPORTE DE MATERIAL BIOLOGICO DE ORIGEM HUMANA OU ANIMAL"
1831579;391;901;"SERVICOS DE CONFECCAO DE ARTEFATOS DE ACRILICO"
1831580;392;902;"SERVICOS DE CONFECCAO DE ARTIGOS DE PROPAGANDA, PUBLICIDADE E COMUNICACAO VISUAL"
1831581;393;903;"SERVICOS DE GRAVACAO E CONFECCAO DE ARTIGOS PARA CONDECORACOES E CIVICOS"
1831582;394;904;"SERVICOS DE CONFECCAO DE CARIMBOS, CHAVES E CONSERTO DE FECHADURAS"
1831583;395;905;"SERVICOS DE CONFECCCAO DE CHAVES E CONSERTO DE FECHADURAS"
1831584;396;906;"SERVICOS DE CONFECCAO E INSTALACAO DE CORTINAS, PAINEIS, PERSIANAS E TAPETES"
1831585;397;907;"SERVICOS DE CONFECCAO DE CRACHAS ELETRONICOS E CARTOES MAGNETICOS"
1831586;398;908;"SERVICOS DE CONFECCAO E GRAVACAO DE PLACAS E SELOS PARA VEICULOS"
1831587;399;909;"SERVICOS DE CONFECCAO DE IMPRESSOS DE SEGURANCA"
1831588;400;910;"SERVICOS DE CONFECCAO DE MAQUETES"
1831589;401;911;"SERVICOS DE CONFECCAO E MANUTENCAO DE PLACAS INFORMATIVAS E DE SINALIZACAO"
1831590;402;912;"SERVICOS DE CONFECCAO DE PROTESES NA AREA MEDICA HOSPITALAR"
1831591;403;913;"SERVICOS DE CONFECCAO E CONSERTOS DE VESTUARIO E PECAS DE CAMA, MESA EBANHO"
1831592;404;914;"SERVICOS DE CONFECCAO DE ITENS ARTESANAIS"
1831593;405;915;"SERVICOS DE CONFECCAO DE CAPAS DE PROTECAO P/ MAQUINAS E EQUIPAMENTOS"
1831594;406;916;"SERVICOS DE CONFECCAO DE ITENS DE COURO,PLASTICO,MADEIRA E CORRELATOS,PARA USO DIVERSOS"
1831595;407;917;"SERVICOS DE CONFECCAO DE CAIXAS"
1831596;408;918;"SERVICOS DE CONFECCAO DE ORTESES"
1831597;409;919;"SERVICOS DE CONFECCAO DE ARTIGOS DE CUTELARIA"
1831598;410;920;"SERVICOS DE CONFECCAO DE LACRES DE SEGURANCA"
1831599;411;921;"SERVICOS DE CONFECCAO DE FITAS E CORDOES PERSONALIZADOS PARA CRACHAS"
1831600;412;922;"SERVICOS DE CONFECCAO DE ARTIGOS DE PAPELAO"
1831601;413;923;"SERVICOS DE CONFECCAO DE BORDADOS INDUSTRIAIS"
1831602;414;924;"SERVICOS DE PREPARACAO DE TECIDOS E ARTIGOS PARA CONFECCAO DE VESTUARIO E COMPLEMENTOS"
1831603;415;925;"SERVICOS DE CONFECCAO E INSTALACAO DE BANCADAS"
1831604;416;1010;"ARMAS"
1831605;417;1015;"COMPONENTES E ACESSORIOS PARA ARMAS DE FOGO"
1831606;418;1020;"ARMAS BRANCAS"
1831607;419;1025;"MUNICOES, DETONANTES, EXPLOSIVOS, DISPOSITIVOS DE DISPERSAO"
1831608;420;1030;"EQUIPAMENTOS E ARTIGOS PARA MANUTENCAO DE ARMAMENTOS E MUNICOES"
1831609;421;1035;"APARELHAGEM E ARTIGOS DE INSTRUCAO DE ARMAMENTO"
1831610;422;1040;"DISPOSITIVOS DE DISPERSAO"
1831611;423;1045;"ARTIGOS DE USO POLICIAL"
1831612;424;1050;"EQUIPAMENTOS E ARTIGOS DE USO POLICIAL"
1831613;425;1055;"ARTIGOS SINALIZADORES"
1831614;426;1110;"PIROTECNICOS"
1831615;427;1210;"AERONAVES"
1831616;428;1215;"COMPONENTES E ACESSORIOS DE AERONAVES"
1831617;429;1220;"COMPONENTES E ACESSORIOS PARA SERVICOS DE AERODROMOS"
1831618;430;1225;"TINTAS, VERNIZES, ADESIVOS E PRODUTOS CORRELATOS PARA MANUTENCAO DE AERONAVES"
1831619;431;1310;"EMBARCACOES PARA TRANSPORTE DE PASSAGEIROS E CARGAA"
1831620;432;1315;"PEQUENAS EMBARCACOES"
1831621;433;1320;"COMPONENTES E FERRAGENS PARA EMBARCACOES"
1831622;130;435;"MANUTENCAO EM EQUIPAMENTOS DE REPROGRAFIA"
1831623;131;436;"MANUTENCAO EM SISTEMAS CENTRALIZADOS DE GASES MEDICINAIS E INDUSTRIAIS"
1831624;132;437;"MANUTENCAO EM EQUIPAMENTOS, COMPONENTES E SISTEMAS DE SEGURANCA ELETRONICA"
1831625;133;438;"MANUTENCAO EM EQUIPAMENTOS E INFRA-ESTRUTURA DE TELECOMUNICACOES"
1831626;134;439;"MANUTENCAO EM TANQUES DE ARMAZENAMENTO"
1831627;135;440;"MANUTENCAO EM TRANSPORTADORES"
1831628;136;441;"MANUTENCAO E RECARGA DE BATERIAS"
1831629;137;442;"MANUTENCAO E RETIFICA DE MOTORES AUTOMOTIVOS"
1831630;138;443;"MANUTENCAO EM VEICULOS DE DUAS E TRES RODAS"
1831631;139;444;"MANUTENCAO E ADAPTACAO EM VEICULOS ESPECIAIS"
1831632;140;445;"MANUTENCAO EM VEICULOS LEVES"
1831633;141;446;"MANUTENCAO EM VEICULOS PESADOS"
1831634;142;447;"MANUTENCAO EM EQUIPAMENTOS PARA REPARO E CONSERVACAO DE VEICULOS"
1831635;143;448;"MANUTENCAO EM VIATURAS NAO MOTORIZADAS PARA MOVIMENTACAO DE MATERIAIS"
1831636;144;449;"MANUTENCAO EM VIATURAS MOTORIZADAS PARA MOVIMENTACAO DE MATERIAIS"
1831637;145;450;"SERVICOS DE BORRACHARIA"
1831638;146;451;"SERVICOS DE CAPOTARIA"
1831639;147;452;"SERVICOS DE LANTERNAGEM E PINTURA"
1831640;148;453;"SERVICOS DE LAVAGEM, PULVERIZACAO E POLIMENTO DE VEICULOS"
1831641;149;454;"SERVICOS DE RECAUCHUTAGEM DE PNEUS"
1831642;150;455;"MANUTENCAO E REPAROS EM INSTALACOES PREDIAIS"
1831643;151;456;"MANUNTENCAO E REPARO EM EQUIPAMENTOS PARA PURIFICACAO E TRATAMENTO DE AGUA"
1831644;152;457;"SERVICOS DE MANUTENCAO E REPAROS EM EQUIPAMENTOS E COMPONENTES PARA INDUSTRIA ALIMENTICIA"
1831645;153;458;"MANUTENCAO E REPAROS EM EQUIPAMENTOS PARA RECREACAO E DESPORTO"
1831646;154;459;"SERVICOS DE RECUPERACAO E RECONDICIONAMENTO DE PECAS DE VEICULOS"
1831647;155;460;"SERVICOS DE MANUTENCAO E REPAROS EM SISTEMA CENTRAL DE AQUECIMENTO"
1831648;156;461;"SERVICOS DE MANUTENCAO E REPAROS EM MAQUINA DE COSTURA"
1831649;157;462;"SERVICOS DE REPAROS,RESTAURACAO E RECUPERACAO DE BENS IMOVEIS PRESTADOS P/ PESSOA FISICA"
1831650;158;463;"MANUTENCAO E REPAROS EM EMBARCACOES"
1831651;159;464;"MANUTENCAO E REPAROS EM ESTACAO DE TRATAMENTO DE AGUA"
1831652;160;465;"SERVICOS DE MANUTENCAO E REPAROS DE INSTRUMENTOS MUSICAIS"
1831653;161;466;"MANUTENCAO E REPAROS EM EQUIPAMENTOS PARA MANUFATURA DE PRODUTOS QUIMICOS E FARMACEUTICOS"
1831654;162;467;"SERVICOS DE MANUTENCAO E REPAROS EM EQUIPAMENTOS PARA ABASTECIMENTO DECOMBUSTIVEIS E LUBRIFICANTES"
1831655;163;468;"MANUTENCAO E REPAROS EM UTENSILIOS DE COZINHA E ARTIGOS PARA SERVICOS DE MESA E CUTELARIA"
1831656;164;469;"MANUTENCAO E REPARO EM PAINEIS ELETRONICOS"
1831657;165;470;"MANUTENCAO E REPAROS EM EQUIPAMENTOS PARA LIMPEZA"
1831658;166;471;"SERVICOS DE RECUPERACAO E RECONDICIONAMENTO DE PECAS DE EQUIPAMENTOS DE INFORMATICA"
1831659;167;472;"SERVICOS DE MANUTENCAO E REPAROS EM ARMAMENTOS"
1831660;168;473;"MANUTENCAO E REPAROS EM EQUIPAMENTOS PARA TRATAMENTO DE ESGOTO"
1831661;169;474;"MANUTENCAO E REPAROS EM MAQUINAS E EQUIPAMENTOS DE INDUSTRIAS TEXTEIS"
1831662;170;475;"MANUTENCAO E REPAROS EM EQUIPAMENTOS FABRICACAO DE MUNICAO E MANUTEN CAO DE MUNICAO"
1831663;171;476;"MANUTENCAO E REPAROS EM EQUIPAMENTOS E UTENSILIOS PARA JARDINAGEM"
1831664;172;477;"MANUTENCAO EM VEICULOS MEDIOS"
1831665;173;478;"MANUTENCAO E REPARO EM MOTORES ELETRICOS"
1831666;174;479;"MANUTENCAO E REPARO EM ESTACOES DE TRATAMENTO DE ESGOTO"
1831667;175;480;"SERVICOS DE RECUPERACAO E RECONDICIONAMENTO DE PECAS PARA EQUIPAMENTOSDE INDUSTRIA GRAFICA"
1831668;176;481;"MANUTENCAO E REPARO EM EQUIPAMENTOS DE SOLDA"
1831669;177;482;"MANUTENCAO E REPARO EM INSTRUMENTOS E EQUIPAMENTOS DE METEOROLOGIA"
1831670;178;483;"MANUTENCAO E REPARO EM COMPORTADORES DE LIXO"
1831671;179;484;"MANUTENCAO EM EQUIPAMENTOS DE ILUMINACAO CENICA"
1831672;180;485;"MANUTENCAO E REPARO EM EQUIPAMENTOS COMERCIAIS E DE SERVICOS"
1831673;181;486;"MANUTENCAO E REPARO EM EQUIPAMENTOS FERROVIARIOS"
1831674;182;487;"MANUTENCAO E REPARO EM MAQUINAS E EQUIPAMENTOS HIDRAULICOS"
1831675;183;501;"ADMINISTRACAO DE GARAGEM"
1831676;184;502;"LOCACAO DE AERONAVES"
1831677;185;503;"LOCACAO DE AMBULANCIAS"
1831678;186;504;"LOCACAO DE ARTIGOS E EQUIPAMENTOS PARA REALIZACAO DE EVENTOS"
1831679;187;505;"LOCACAO DE BOMBAS E COMPRESSORES"
1831680;188;506;"LOCACAO DE CANAIS PARA TRANSMISSAO DE SINAIS VIA SATELITE"
1831681;189;507;"LOCACAO DE MAQUINAS E EQUIPAMENTOS PARA CONSTRUCAO CIVIL"
1831682;190;508;"LOCACAO DE EQUIPAMENTOS DE ELEVACAO E MOVIMENTACAO DE CARGA"
1831683;191;509;"LOCACAO DE ESCADAS E ANDAIMES"
1831684;192;510;"LOCACAO DE EQUIPAMENTOS GRAFICOS"
1831685;193;511;"LOCACAO DE MAQUINAS E EQUIPAMENTOS PARA HELIOGRAFIA"
1831686;194;512;"LOCACAO DE EQUIPAMENTOS DE INFORMATICA"
1831687;195;513;"LOCACAO DE EQUIPAMENTOS E MOBILIARIO ESCRITORIO"
1831688;196;514;"LOCACAO DE EQUIPAMENTOS DE MICROFILMAGEM"
1831689;197;515;"LOCACAO DE EQUIPAMENTOS ODONTOLOGICOS, MEDICOS, HOSPITALARES E LABORATORIAIS"
1831690;198;516;"LOCACAO DE EQUIPAMENTOS DE RADIOCOMUNICACAO"
1831691;199;517;"LOCACAO DE EQUIPAMENTOS DE REFRIGERACAO E DE CONDICIONAMENTO DE AR"
1831692;200;518;"LOCACAO DE MAQUINAS E EQUIPAMENTOS PARA REPROGRAFIA"
1831693;201;519;"LOCACAO DE EQUIPAMENTOS DE SEGURANCA ELETRONICA"
1831694;202;520;"LOCACAO DE EQUIPAMENTOS E APARELHOS PARA TELECOMUNICACAO"
1831695;203;521;"LOCACAO DE MAQUINAS E EQUIPAMENTOS PARA TERRAPLANAGEM, ESCAVACAO E AGRICOLAS"
1831696;204;522;"LOCACAO DE EQUIPAMENTOS TOPOGRAFICOS"
1831697;205;523;"LOCACAO E ADMINISTRACAO DE IMOVEIS"
1831698;206;524;"LOCACAO DE LINHAS PARA COMUNICACAO DE DADOS"
1831699;207;525;"LOCACAO E ADMINISTRACAO DE MAO DE OBRA PARA CONSERVACAO E LIMPEZA"
1831700;208;526;"LOCACAO DE MAO DE OBRA PARA APOIO OPERACIONAL E ADMINISTRATIVO"
1831701;209;527;"LOCACAO DE TANQUES, CILINDROS E EQUIPAMENTOS PARA SISTEMA CENTRALIZADODE GASES"
1831702;210;528;"LOCACAO DE TV POR ASSINATURA"
1831703;211;529;"LOCACAO DE VEICULOS DE DUAS E TRES RODAS"
1831704;212;530;"LOCACAO DE VEICULOS DE TRANPORTE DE PASSAGEIROS"
1831705;213;531;"LOCACAO DE VEICULOS PARA TRANSPORTE COLETIVO"
1831706;214;532;"LOCACAO DE VEICULOS PARA TRANSPORTE DE CARGA"
1831707;215;533;"LOCACAO DE ARTIGOS PARA CAMPING"
1831708;216;534;"LOCACAO DE EQUIPAMENTOS E ARTIGOS PARA COMUNICACAO VISUAL"
1831709;217;535;"LOCACAO DE EQUIPAMENTOS PARA LIMPEZA"
1831710;218;536;"SERVICOS DE LIMPEZA E CONSERVACAO DE CANAIS DE IRRIGACAO"
1831711;219;537;"LOCACAO DE EQUIPAMENTOS DE COMBATE A INCENDIO"
1831712;220;538;"SERVICOS DE CO-GESTAO PRISIONAL"
1831713;221;539;"SERVICOS DE ADMINISTRACAO E GERENCIAMENTO DE FROTA DE VEICULOS"
1831714;222;540;"LOCACAO DE SOFTWARE"
1831715;223;541;"LOCACAO DE ARTIGOS PARA PRODUCOES ARTISTICAS"
1831716;224;542;"LOCACAO DE COMPONENTES, ACESSORIOS E EQUIPAMENTOS PARA AERONAVES"
1831717;225;543;"LOCACAO E ADMINISTRACAO DE IMOVEIS RURAIS"
1831718;226;544;"LOCACAO DE EQUIPAMENTOS/UTENSILIOS PARA INSTALACOES SANITARIAS"
1831719;227;545;"LOCACAO DE EQUIPAMENTOS PARA CONTROLE DE ACESSO"
1831720;228;546;"LOCACAO DE MAQUINAS DE FRANQUIA"
1831721;229;547;"LOCACAO DE VESTUARIO"
1831722;230;548;"SERVICOS DE GERENCIAMENTO,MANUTENCAO E LIMPEZA, ORGANIZACAO E CONSERVACAO DE DOCUMENTOS EM ARQUIVOS DE ORGAOS PUBLICOS"
1831723;231;549;"LOCACAO DE CONTAINER ALFANDEGARIO E UTENSILIOS PARA LIMPEZA E CONTENCAO DE LIXO"
1831724;232;601;"SERVICOS DE AGENCIAMENTO DE VIAGENS E ATIVIDADES CORRELATAS"
1831725;233;602;"SERVICOS ARTISTICOS"
1831726;234;603;"ASSINATURA DE JORNAIS, REVISTAS, PERIODICOS E TV POR ASSINATURA"
1831727;235;604;"SERVICOS DE CAPTACAO DE PUBLICACOES"
1831728;236;605;"SERVICOS DE CARREGAMENTO E DESCARREGAMENTO"
1831729;237;606;"SERVICOS CINEMATOGRAFICOS"
1831730;238;607;"SERVICOS DE CONSERVACAO E LIMPEZA DE CORTINAS, PAINEIS, PERSIANAS E TOLDOS"
1831731;239;608;"SERVICOS DE ADMINISTRACAO, CONSERVACAO E LIMPEZA PREDIAL"
1831732;240;609;"SERVICOS DE CONSERVACAO VIARIA"
1831733;241;610;"SERVICOS DE DESEMBARACO ALFANDEGARIO"
1831734;242;611;"SERVICOS DE DESRATIZACAO E DEDETIZACAO"
1831735;243;612;"SERVICOS DE DESINFECCAO HOSPITALAR"
1831736;244;613;"SERVICOS DE REPROGRAFIA,DIGITALIZACAO E MICROFILMAGEM"
1831737;245;614;"SERVICOS DE FORNECIMENTO DE ALIMENTACAO"
1831738;246;615;"SERVICOS DE FORNECIMENTO DE REFEICOES"
1831739;247;616;"SERVICOS DE FORNECIMENTO DE SOFTWARE"
1831740;248;617;"SERVICOS DE FORNECIMENTO DE VALE REFEICAO, VALE ALIMENTACAO E VALE COMPRAS"
1831741;249;618;"SERVICOS DE FORNECIMENTO DE VALE TRANSPORTE"
1831742;250;619;"SERVICOS DE FILMAGEM, FOTOGRAFIA E REVELACAO DE FILMES"
1831743;251;620;"SERVICOS FUNERARIOS"
1831744;252;621;"SERVICOS GRAFICOS"
1831745;253;622;"SERVICOS DE HOSPEDAGEM"
1831746;254;624;"SERVICOS DE LAVANDERIA"
1831747;255;625;"SERVICOS DE LIMPEZA E TRATAMENTO DE REDE DE AGUA, PISCINAS E CAIXAS DAGUA"
1831748;256;626;"SERVICOS DE MANUTENCAO DE JARDINS"
1831749;257;627;"SERVICOS DE MARCENARIA E CARPINTARIA"
1831750;258;628;"SERVICOS DE MICROFILMAGEM"
1831751;259;629;"SERVICOS DE ORGANIZACAO E PROMOCAO DE EVENTOS"
1831752;260;630;"SERVICOS DE PREPARACAO E EXECUCAO DE CONCURSOS"
1831753;261;631;"SERVICOS DE PUBLICACAO EM JORNAIS E PERIODICOS"
1831754;262;632;"SERVICOS DE PUBLICIDADE, PROPAGANDA E COMUNICACAO SOCIAL"
1831755;263;633;"SERVICOS DE PRODUCAO CINEMATOGRAFICA E DE VIDEO"
1831756;264;634;"SERVICOS DE TRANSCRICAO DE FITAS GRAVADAS EM REUNIOES TECNICAS E/ OU EVENTOS E ELABORACAO DE ATAS EM MEIO MAGNETICO"
1831757;265;635;"SERVICOS DE REBOQUE DE VEICULOS"
1831758;266;636;"SERVICOS DE RECARGA DE CARTUCHOS"
1831759;267;637;"SERVICOS DE RECARGA DE CARTUCHOS PARA LEITORA/COPIADORA"
1831760;268;638;"SERVICOS REPROGRAFICOS"
1831761;269;639;"SERVICOS DE SEGUROS"
1831762;270;640;"SERVICOS DE SERRALHERIA E FUNILARIA"
1831763;271;641;"SERVICOS DE TELEFONIA FIXA, MOVEL E COMUNICACAO DE DADOS"
1831764;272;642;"SERVICOS DE USINAGEM"
1831765;273;643;"SERVICOS DE VIDRACARIA"
1831766;274;644;"SERVICOS DE VIGILANCIA"
1831767;275;645;"SERVICOS DE VIGILANCIA ELETRONICA"
1831768;276;646;"SERVICOS PAGAMENTO A TERCEIROS (LINHA FORNECIMENTO NAO DISPONIVEL PARAFORNECEDORES/USO EXCLUSIVO DO ESTADO)"
1831769;277;647;"SERVICOS EVENTUAIS PRESTADOS POR PESSOA FISICA"
1831770;278;648;"SERVICOS DE CONSERVACAO E RECUPERACAO DE PISOS"
