"id_tempo";"id_procedimento";"id_orgao_demanda";"id_orgao_contrato";"id_situacao_proc";"id_situacao_cont";"id_municipio";"id_contratado";"id_grupo_matserv";"id_classe_matserv";"id_material_servico";"id_item_matserv";"id_processo";"id_contrato";"id_unidade_medida";"id_linha_fornec";"id_item";"id_unidade_orc";"sqa_procedimento";"sqa_item_pedido";"ano_particao";"dt_item_homologa";"qt_item_pedido";"vr_un_referencia";"vr_referencia";"vr_un_homologado";"vr_homologado";"vr_atualizado"
47101;15;1831008;50;1;8;883;13700;26;195;12852;135245;318821;46296;889;1831233;2863;2925;36;2918655;2020;"14/02/2020";1200;0,38;456;0,38;456;456
47101;15;1831008;50;1;8;883;35542;26;195;7405;128344;318821;46296;1020;1831233;2863;2925;36;2918654;2020;"14/02/2020";1;1939,03;1939,03;1939,03;1939,03;1939,03
47101;15;1831008;50;1;8;883;36057;26;289;10046;165778;318821;46296;1917;1831233;2863;2925;36;2918653;2020;"14/02/2020";400;1,6;640;1,6;640;640
47101;15;1831008;50;1;8;883;29697;26;824;7423;129404;318821;46296;980;1831233;2863;2925;36;2918652;2020;"14/02/2020";50;1,28;64;1,28;64;64
47101;15;1831008;50;1;8;883;19946;26;195;4859;149511;318821;46296;889;1831233;2863;2925;36;2918651;2020;"14/02/2020";100;9,49;949;9,49;949;949
47100;15;1831008;50;1;8;883;59305;26;827;15579;152658;318802;46296;889;1831233;2863;2925;36;2917460;2020;"14/02/2020";5320;0,37;1968,4;0,37;1968,4;1968,4
47132;15;1831038;50;1;8;883;23074;69;740;13114;147581;320503;46296;1174;1831312;2538;2015;36;2930639;2020;"19/03/2020";1100;6,9;7590;6,9;7590;7590
47097;4;1831016;50;1;8;206;44;69;446;21581;170046;320501;46296;1544;1831312;2538;2082;44;2902961;2020;"19/03/2020";0;9,14;21924;0;0;0
47135;15;1831081;50;1;8;883;17532;42;624;1144;87331;320528;46296;940;1831882;2923;2014;36;2924651;2020;"19/03/2020";60;16,99;1019,4;16,99;1019,4;1019,4
47135;15;1831008;50;1;8;883;13711;42;624;10733;10036;320540;46296;889;1831334;2923;2925;36;2934379;2020;"19/03/2020";218;1,8;392,4;1,8;392,4;392,4
