id_unidade_orc;sqa_unidade_orcam;ano_exercicio;cd_unidade_orc;id_grupo_administracao;grupo_admiistracao;id_administracao;administracao;nome
2969;824;2007;1461;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO"
2970;657;2006;2321;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS"
2971;659;2006;2331;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"INSTITUTO DE PESOS E MEDIDAS DO ESTADO DE MINAS GERAIS"
2972;660;2006;4331;4;"FUNDOS";4;"FUNDOS";"FUNDO DE DESENVOLVIMENTO METROPOLITANO"
2973;666;2006;2381;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"DEPARTAMENTO ESTADUAL DE TELECOMUNICACOES DE MINAS GERAIS"
2974;669;2006;2401;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"INSTITUTO DE GEOCIENCIAS APLICADAS"
2975;676;2006;1401;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS"
2976;679;2006;4411;4;"FUNDOS";4;"FUNDOS";"FUNDO ROTATIVO DE FOMENTO A AGRICULTURA FAMILIAR E DE VIABILIZACAO DE ASSENTAMENTOS AGRARIOS"
2977;685;2006;9999;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"EMG - ADMINISTRACAO DIRETA"
2978;689;2006;1451;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE DEFESA SOCIAL"
2979;1227;2010;1491;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE GOVERNO"
2980;1239;2010;4481;4;"FUNDOS";4;"FUNDOS";"FUNDO DE PARCERIAS PUBLICO-PRIVADAS DO ESTADO DE MINAS GERAIS"
2981;849;2008;2041;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"LOTERIA DO ESTADO DE MINAS GERAIS"
2982;862;2008;2081;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO CENTRO TECNOLOGICO DE MINAS GERAIS"
2983;1565;2013;1091;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"PROCURADORIA GERAL DE JUSTICA"
2984;1598;2013;4101;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE HABITACAO"
2985;1611;2013;1551;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"DEPARTAMENTO DE TRANSITO DE MINAS GERAIS"
2986;1613;2013;1531;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE ESPORTES E DA JUVENTUDE"
2987;756;2007;4171;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE DESENVOLVIMENTO RURAL"
2988;771;2007;1251;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"POLICIA MILITAR DO ESTADO DE MINAS GERAIS"
2989;777;2007;4261;4;"FUNDOS";4;"FUNDOS";"FUNDO DE DESENVOLVIMENTO DE INDUSTRIAS ESTRATEGICAS"
2990;780;2007;2271;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS"
2991;785;2007;2301;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS"
2992;789;2007;4321;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE PREVENCAO, FISCALIZACAO E REPRESSAO DE ENTORPECENTES"
2993;799;2007;2391;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"IMPRENSA OFICIAL DO ESTADO DE MINAS GERAIS"
2994;804;2007;1911;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"EGE SEC.FAZENDA-ENCARGOS DIVERSOS"
2995;808;2007;4401;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE PROMOCAO DOS DIREITOS HUMANOS"
2996;1633;2013;2071;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS"
2997;1653;2013;2281;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO DE EDUCACAO PARA O TRABALHO DE MINAS GERAIS"
2998;1729;2014;4491;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE CULTURA"
2999;1740;2014;4141;4;"FUNDOS";4;"FUNDOS";"FUNDO PENITENCIARIO ESTADUAL"
3000;1751;2014;1481;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE TRABALHO E DESENVOLVIMENTO SOCIAL"
3001;1772;2014;1911;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"EGE SEC.FAZENDA-ENCARGOS DIVERSOS"
3002;1783;2014;2061;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO JOAO PINHEIRO"
3003;1786;2014;2081;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO CENTRO TECNOLOGICO DE MINAS GERAIS"
3004;1796;2014;2181;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO CLOVIS SALGADO"
3005;1801;2014;2251;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS"
3006;1805;2014;2301;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS"
3007;1818;2014;2431;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"AGENCIA DE DESENVOLVIMENTO DA REGIAO METROPOLITANA DE BELO HORIZONTE"
3008;1823;2014;3041;5;"EMPRESAS DEPENDENTES";5;"EMPRESA EST. DEPENDENTES";"EMPRESA DE ASSISTENCIA TECNICA E EXTENSAO RURAL DO ESTADO DE MINAS GERAIS"
3009;1847;2014;4511;4;"FUNDOS";4;"FUNDOS";"FUNDO DE INCENTIVO AO DESENVOLVIMENTO"
3010;1857;2015;1021;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS"
3011;1866;2015;1101;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"OUVIDORIA-GERAL DO ESTADO DE MINAS GERAIS"
3012;1867;2015;1111;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"ESCRITORIO DE REPRESENTACAO DO GOVERNO DO ESTADO DE MINAS GERAIS EM BRASILIA"
3013;1868;2015;1141;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"ESCRITORIO DE REPRESENTACAO DO GOVERNO DO ESTADO DE MINAS GERAIS NO RIO DE JANEIRO"
3014;1873;2015;1231;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO"
3015;1884;2015;1411;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE TURISMO"
3016;1913;2015;1571;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE CASA CIVIL E DE RELACOES INSTITUCIONAIS"
3017;1923;2015;2011;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS"
3018;1926;2015;2061;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO JOAO PINHEIRO"
3019;1931;2015;2111;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO RURAL MINEIRA"
3020;1936;2015;2161;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO EDUCACIONAL CAIO MARTINS"
3021;1953;2015;2371;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"INSTITUTO MINEIRO DE AGROPECUARIA"
3022;1987;2015;4511;4;"FUNDOS";4;"FUNDOS";"FUNDO DE INCENTIVO AO DESENVOLVIMENTO"
3023;698;2006;4441;4;"FUNDOS";4;"FUNDOS";"FUNDO ESPECIAL DO MINISTERIO PUBLICO DO ESTADO DE MINAS GERAIS"
3024;519;2005;4291;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE SAUDE"
3025;546;2005;1931;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"EGE SEC.REC.HUMANOS E ADMINISTRACAO-OUTROS ENCARGOS"
3026;577;2005;4471;4;"FUNDOS";4;"FUNDOS";"FUNDO MAQUINAS PARA O DESENVOLVIMENTO-FUNDOMAQ"
3027;580;2006;2011;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS"
3028;601;2006;1091;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"PROCURADORIA GERAL DE JUSTICA"
3029;1670;2013;2451;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO CENTRO INTERNACIONAL DE EDUCACAO, CAPACITACAO E PESQUISA APLICADA EM AGUAS"
3030;1676;2013;4571;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL PARA A CIDADANIA FISCAL MINEIRA"
3031;1712;2014;4031;4;"FUNDOS";4;"FUNDOS";"FUNDO ESPECIAL DO PODER JUDICIARIO DO ESTADO DE MINAS GERAIS"
3032;1720;2014;1111;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"ESCRITORIO DE REPRESENTACAO DO GOVERNO DO ESTADO DE MINAS GERAIS EM BRASILIA"
3033;885;2008;1161;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"ESCRITORIO DE REPRESENTACAO DO GOVERNO DO ESTADO DE MINAS GERAIS EM SAO PAULO"
3034;905;2008;4251;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE ASSISTENCIA SOCIAL"
3035;907;2008;1261;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE EDUCACAO"
3036;915;2008;1301;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE TRANSPORTES E OBRAS PUBLICAS"
3037;917;2008;2311;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"UNIVERSIDADE ESTADUAL DE MONTES CLAROS"
3038;922;2008;4331;4;"FUNDOS";4;"FUNDOS";"FUNDO DE DESENVOLVIMENTO METROPOLITANO"
3039;1061;2009;1371;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL"
3040;1076;2009;4411;4;"FUNDOS";4;"FUNDOS";"FUNDO ROTATIVO DE FOMENTO A AGRICULTURA FAMILIAR E DE VIABILIZACAO DE"
3041;1085;2009;1441;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"DEFENSORIA PUBLICA DO ESTADO DE MINAS GERAIS"
3042;18;2002;1091;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"PROCURADORIA GERAL DE JUSTICA"
3376;1165;2010;4181;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE DESENVOLVIMENTO DE COMUNIDADES"
3377;640;2006;1251;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"POLICIA MILITAR DO ESTADO DE MINAS GERAIS"
3378;642;2006;4251;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE ASSISTENCIA SOCIAL"
3379;645;2006;2261;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO EZEQUIEL DIAS"
3380;649;2006;2271;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS"
3381;664;2006;1371;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL"
3382;683;2006;4421;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE DEFESA DE DIREITOS DIFUSOS"
3383;695;2006;1511;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"POLICIA CIVIL DO ESTADO DE MINAS GERAIS"
3384;697;2006;1521;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"AUDITORIA-GERAL DO ESTADO DE MINAS GERAIS"
3385;1222;2010;9999;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"EMG - ADMINISTRACAO DIRETA"
3386;1233;2010;1941;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"EGE-SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO"
3387;857;2008;4061;4;"FUNDOS";4;"FUNDOS";"FUNDO PRO-FLORESTA"
3388;1578;2013;1271;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE CULTURA"
3389;762;2007;2201;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"INSTITUTO ESTADUAL DO PATRIMONIO HISTORICO E ARTISTICO DE MINAS GERAIS - IEPHA"
3390;783;2007;4291;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE SAUDE"
3391;784;2007;1301;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE TRANSPORTES E OBRAS PUBLICAS"
3392;788;2007;2321;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS"
3393;816;2007;9999;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"EMG - ADMINISTRACAO DIRETA"
3394;821;2007;1491;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE GOVERNO"
3395;1617;2013;1581;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE TRABALHO E EMPREGO"
3396;1638;2013;2111;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO RURAL MINEIRA"
3397;1641;2013;2141;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"DEPARTAMENTO DE OBRAS PUBLICAS DO ESTADO DE MINAS GERAIS"
3398;1643;2013;2161;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO EDUCACIONAL CAIO MARTINS"
3399;1647;2013;2211;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO TV MINAS CULTURAL E EDUCATIVA"
3400;1650;2013;2251;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS"
3401;1660;2013;2361;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"INSTITUTO DE PREVIDENCIA DO LEGISLATIVO DO ESTADO DE MINAS GERAIS"
3402;1663;2013;2391;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"IMPRENSA OFICIAL DO ESTADO DE MINAS GERAIS"
3403;1667;2013;2431;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"AGENCIA DE DESENVOLVIMENTO DA REGIAO METROPOLITANA DE BELO HORIZONTE"
3404;1668;2013;4331;4;"FUNDOS";4;"FUNDOS";"FUNDO DE DESENVOLVIMENTO METROPOLITANO"
3405;1726;2014;1251;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"POLICIA MILITAR DO ESTADO DE MINAS GERAIS"
3406;1727;2014;1261;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE EDUCACAO"
3407;1738;2014;1441;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"DEFENSORIA PUBLICA DO ESTADO DE MINAS GERAIS"
3408;1752;2014;4091;4;"FUNDOS";4;"FUNDOS";"FUNDO PARA A INFANCIA E A ADOLESCENCIA"
3409;1757;2014;1501;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO"
3410;1774;2014;4461;4;"FUNDOS";4;"FUNDOS";"FUNDO FINANCEIRO DE PREVIDENCIA"
3411;1777;2014;1941;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"EGE-SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO"
3412;1782;2014;2041;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"LOTERIA DO ESTADO DE MINAS GERAIS"
3413;1787;2014;2091;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO ESTADUAL DO MEIO AMBIENTE"
3414;1793;2014;2151;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO HELENA ANTIPOFF"
3415;1794;2014;2161;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO EDUCACIONAL CAIO MARTINS"
3416;1817;2014;2421;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"INSTITUTO DE DESENVOLVIMENTO DO NORTE E NORDESTE DE MINAS GERAIS"
3417;1822;2014;2461;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"AGENCIA DE DESENVOLVIMENTO DA REGIAO METROPOLITANA DO VALE DO ACO"
3418;1841;2014;4041;4;"FUNDOS";4;"FUNDOS";"FUNDO DE DESENVOLVIMENTO REGIONAL DO JAIBA"
3419;1845;2014;4171;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE DESENVOLVIMENTO RURAL"
3420;1859;2015;4031;4;"FUNDOS";4;"FUNDOS";"FUNDO ESPECIAL DO PODER JUDICIARIO DO ESTADO DE MINAS GERAIS"
3421;1865;2015;4451;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE PROTECAO E DEFESA DO CONSUMIDOR"
3422;1880;2015;4291;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE SAUDE"
3423;1996;2014;4601;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DOS DIREITOS DO IDOSO"
3424;1999;2015;1341;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"COORDENADORIA DE APOIO E ASSISTENCIA A PESSOA DEFICIENTE"
3425;2004;2015;1681;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE RECURSOS HUMANOS"
3426;1889;2015;1461;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO"
3427;1902;2015;4421;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE DEFESA DE DIREITOS DIFUSOS"
3428;1916;2015;1631;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA-GERAL"
3429;1918;2015;1915;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"TRANSFERENCIAS DO ESTADO A EMPRESAS"
3430;1921;2015;1941;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"EGE-SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO"
3431;1928;2015;4531;4;"FUNDOS";4;"FUNDOS";"FUNDO DE INCENTIVO A INOVACAO TECNOLOGICA"
3432;1939;2015;2201;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"INSTITUTO ESTADUAL DO PATRIMONIO HISTORICO E ARTISTICO DE MINAS GERAIS"
3433;1942;2015;2251;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS"
3434;1947;2015;4381;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES"
3435;1950;2015;2331;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"INSTITUTO DE METROLOGIA E QUALIDADE DO ESTADO DE MINAS GERAIS"
3436;1961;2015;2451;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO CENTRO INTERNACIONAL DE EDUCACAO, CAPACITACAO E PESQUISA APLICADA EM AGUAS"
3437;1962;2015;2461;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"AGENCIA DE DESENVOLVIMENTO DA REGIAO METROPOLITANA DO VALE DO ACO"
3558;1114;2008;4541;4;"FUNDOS";4;"FUNDOS";"FUNDO DE APOIO HABITACIONAL AOS MILITARES DO ESTADO DE MINAS GERAIS"
3560;2043;2016;1471;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE CIDADES E DE INTEGRACAO REGIONAL"
3563;2143;2016;1502;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"CIDADE ADMINISTRATIVA"
2762;858;2008;1071;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"GABINETE MILITAR DO GOVERNADOR DO ESTADO DE MINAS GERAIS"
2763;1559;2013;1011;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS"
2764;1561;2013;1031;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS"
2765;1563;2013;1071;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"GABINETE MILITAR DO GOVERNADOR DO ESTADO DE MINAS GERAIS"
2766;1564;2013;1081;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"ADVOCACIA-GERAL DO ESTADO"
2767;1584;2013;1371;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL"
2768;754;2007;2161;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO EDUCACIONAL CAIO MARTINS"
2769;776;2007;2261;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO EZEQUIEL DIAS"
2770;778;2007;5261;5;"EMPRESAS DEPENDENTES";5;"EMPRESA EST. DEPENDENTES";"TREM METROPOLITANO DE BELO HORIZONTE S.A."
2771;781;2007;4271;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE APOIO A INDUSTRIA CINEMATOGRAFICA"
2772;786;2007;2311;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"UNIVERSIDADE ESTADUAL DE MONTES CLAROS"
2773;797;2007;2381;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"DEPARTAMENTO ESTADUAL DE TELECOMUNICACOES DE MINAS GERAIS"
2774;801;2007;4451;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE PROTECAO E DEFESA DO CONSUMIDOR"
2775;805;2007;1991;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"RESERVA DE CONTINGENCIA"
2776;818;2007;4431;4;"FUNDOS";4;"FUNDOS";"FUNDO DE PREVIDENCIA DO ESTADO DE MINAS GERAIS"
2777;1614;2013;1541;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"ESCOLA DE SAUDE PUBLICA DO ESTADO DE MINAS GERAIS"
2778;1616;2013;1571;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE CASA CIVIL E DE RELACOES INSTITUCIONAIS"
2779;1620;2013;1631;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA-GERAL"
2780;1621;2013;1911;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"EGE SEC.FAZENDA-ENCARGOS DIVERSOS"
2781;1623;2013;4461;4;"FUNDOS";4;"FUNDOS";"FUNDO FINANCEIRO DE PREVIDENCIA"
2782;1626;2013;1941;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"EGE-SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO"
2783;1631;2013;2041;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"LOTERIA DO ESTADO DE MINAS GERAIS"
2784;1636;2013;2091;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO ESTADUAL DO MEIO AMBIENTE"
2785;1637;2013;2101;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"INSTITUTO ESTADUAL DE FLORESTAS"
2786;1640;2013;4541;4;"FUNDOS";4;"FUNDOS";"FUNDO DE APOIO HABITACIONAL AOS MILITARES DO ESTADO DE MINAS GERAIS"
2787;1651;2013;2261;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO EZEQUIEL DIAS"
3622;2216;2017;9801;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"FOLHA DE PESSOAL CENTRALIZADA - SEF"
3623;2223;2017;2071;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS"
3624;2232;2017;2161;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO EDUCACIONAL CAIO MARTINS"
3625;2238;2017;2251;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS"
3626;2239;2017;2261;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO EZEQUIEL DIAS"
3628;2245;2017;2321;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS"
3629;2272;2017;4061;4;"FUNDOS";4;"FUNDOS";"FUNDO PRO-FLORESTA"
3630;2283;2017;9901;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"RECEITA GERAL DO ESTADO"
