id_tempo;id_processo;id_orgao_contrato;id_contrato;id_contratado;id_situacao_cont;ano_particao;vr_homologado;vr_atualizado
42530;137681;100;44572;54241;4;2016;7000,00;7000,00
42932;161556;27;37068;10881;2;2016;51000,00;51000,00
42911;15605;95;44608;20272;2;2016;10946,76;10946,76
42492;141620;95;43726;33019;2;2016;69805,20;69805,20
42960;58667;91;53899;33491;4;2016;131790,00;131790,00
36120;133842;76;12593;8800;2;2017;19008,00;19477,12
42555;15672;95;44610;19427;4;2016;16520,00;16520,00
42512;82595;16;834;17223;4;2016;31830,00;31830,00
42950;19555;76;40355;1484;2;2016;14184,00;14184,00
43005;200978;5;39522;597;4;2017;16000,00;16000,00
42921;66820;38;38720;19410;2;2016;160000,00;160000,00
42976;188839;92;47933;22600;4;2017;44628,00;44628,00
42448;228479;60;28487;1383;2;2016;12848,28;12848,28
36121;51130;10;33641;37722;4;2017;68898,80;68898,80
42981;254025;74;54197;31915;2;2017;5440,00;5440,00
42997;197092;76;6718;20209;2;2017;17290,00;18490,00
45304;284327;21;60183;21481;1;2018;563371,20;644093,67
36160;149762;95;54031;26185;4;2017;7769,00;7769,00
36154;181167;95;53994;10059;2;2017;29200,00;29200,00
36175;253521;95;54200;660;4;2017;16500,00;16500,00
45291;283715;82;60055;7525;2;2018;30742,00;30742,00
42985;39114;95;34528;25131;4;2017;749994,00;824993,41
36225;254577;12;54795;14706;2;2017;200600,00;200600,00
42970;248583;96;13442;38846;4;2017;54000,00;235200,00
43003;181141;60;28528;19494;2;2017;254430,00;254430,00
36191;253260;76;54673;12788;4;2017;27783,00;30362,00
36660;263390;95;55841;18896;2;2017;6400,00;6400,00
36670;264422;91;55940;53986;1;2017;1500000,00;1874874,00
42949;54948;95;26874;22000;4;2016;120000,00;120000,00
47607;316496;57;65024;56892;1;2019;590,00;590,00
36148;236586;42;10112;32407;4;2017;3254,00;3254,00
36647;257766;95;55711;55208;4;2017;26000,10;26000,10
36596;257631;21;55046;20810;4;2017;205000,00;208393,66
42912;94433;10;26070;21117;4;2016;69163,43;138326,86
42921;98428;1;28522;33019;4;2016;390529,36;390529,36
42953;58667;91;14245;19355;4;2016;2029500,00;2535030,00
42531;15552;34;51362;20612;4;2016;15000,00;15000,00
36163;90572;91;54162;53486;4;2017;1700,00;1700,00
36582;256790;97;54860;16509;4;2017;7200,00;7200,00
42024;165289;10;783;18212;4;2016;0,00;92780,45
36174;86598;95;54213;19996;4;2017;170358,66;170358,66
43010;197091;95;54028;29951;4;2017;12000,00;12000,00
42525;188916;100;24348;53845;4;2016;21600,00;21600,00
46596;302299;67;62630;55512;1;2019;3750,00;3750,00
42552;90383;10;41199;31915;4;2016;4605,00;9210,00
45730;291606;91;61007;20857;1;2018;187261,09;187261,09
42552;169449;1;42101;34401;2;2016;12400,00;12400,00
36215;256817;92;54643;425;4;2017;14839,00;14839,00
36183;254014;74;54351;25296;4;2017;55305,06;55305,06
37094;272491;36;57307;24525;2;2017;139000,00;139000,00
36134;54966;1;12596;16677;4;2017;13050,66;13050,66
36208;255708;95;54568;22826;4;2017;9993,00;12490,74
42990;27319;95;53056;16862;4;2017;419492,95;419492,95
42934;54953;79;5870;29009;2;2016;28894,00;28894,00
36153;54967;65;51421;20060;4;2017;138,65;138,65
36648;253828;36;55740;24432;4;2017;1180,00;1180,00
36153;129889;65;51421;20060;4;2017;1671,61;1671,61
36148;7812;96;14298;14851;4;2017;169000,00;169000,00
36157;252618;95;54107;13733;4;2017;2550,00;2550,00
42991;122036;95;25232;444;4;2017;258377,99;258377,99
36159;122062;76;54020;660;2;2017;11097,00;11097,00
36120;39293;76;8423;774;2;2017;22374,00;22374,00
36666;264148;95;55866;24929;4;2017;52000,00;52000,00
36581;256733;21;54833;17503;4;2017;28560,00;28560,00
36163;157716;95;54129;19996;4;2017;7785,00;7785,00
36683;264300;91;56109;37333;4;2017;1890,00;1890,00
36640;260586;15;55606;12345;3;2017;39998,00;39998,00
42963;133816;95;11751;31483;4;2016;211733,32;211733,32
36176;253128;100;54218;55157;4;2017;2000,00;2000,00
36212;257232;97;54678;23297;2;2017;6633,48;13296,96
42997;122036;95;27696;20943;4;2017;109986,89;109986,89
36197;254073;76;54443;844;2;2017;7850,88;7850,88
37100;273303;76;57385;922;2;2017;11547,76;11547,76
36120;70836;95;30255;837;4;2017;40000,00;40000,00
36128;54798;96;21021;20319;4;2017;199000,00;199000,00
36666;263488;99;55856;19590;4;2017;71832,00;71832,00
36226;256547;95;54784;19740;4;2017;4745,00;4745,00
36166;252793;67;54081;55090;4;2017;10800,00;10800,00
47602;314852;5;64977;57113;1;2019;6400,00;6400,00
41624;15624;60;14274;17168;2;2016;27560,00;55120,00
36142;204664;1;53984;29842;4;2017;7275,00;7275,00
42946;224580;64;30238;54163;4;2016;14728,00;14728,00
36174;252832;42;54183;14012;4;2017;2516,80;2516,80
43011;200833;76;37057;39253;2;2017;15084,00;15084,00
36148;66881;16;9262;18784;2;2017;10483,20;10483,20
43004;90445;95;15128;12346;4;2017;3300,00;3300,00
42995;106333;95;23539;10991;4;2017;40128,00;40128,00
36118;58787;48;20096;1269;4;2017;618717,00;618717,00
42969;153652;48;47100;31915;4;2017;4485,00;4485,00
47059;294554;89;65346;6669;2;2020;100692,00;46344,56
36208;255976;57;54553;16834;2;2017;86499,41;108124,24
42921;27287;93;1717;37982;2;2016;76042,32;76042,32
36132;86446;95;13430;24550;4;2017;28380,00;27633,46
36226;185073;36;54788;4848;4;2017;1200,00;1200,00
36195;254814;43;54415;19494;2;2017;24000,00;24000,00
42947;184962;64;37049;54156;4;2016;26360,00;26360,00
39245;253509;11;54101;12692;2;2014;5569392,67;5569392,67
42955;141856;34;16755;17494;2;2016;280,03;280,03
36141;212747;1;31936;3987;4;2017;18850,00;18850,00
42983;110219;95;38710;1271;4;2017;171975,00;171975,00
36127;3802;92;15934;2043;4;2017;3332,01;3332,01
36144;3685;1;47102;25177;4;2017;1669,50;1669,50
36618;261512;48;55345;32769;2;2017;65800,00;65800,00
36626;260520;95;55443;20438;4;2017;16948,00;16948,00
47587;314050;10;64608;16328;1;2019;70503,34;70503,34
36656;261282;96;55979;17205;2;2017;606420,40;990545,61
36668;263673;81;55927;19350;1;2017;5108086,94;15240294,62
37075;265443;64;56796;35093;4;2017;2900,00;2900,00
36597;259051;67;55047;55512;4;2017;5000,00;5000,00
36600;259342;16;55111;36585;4;2017;78750,00;78750,00
36690;266424;36;56216;1271;4;2017;51723,60;51723,60
37103;275919;96;58112;4545;2;2017;9438000,00;11814000,00
36638;260561;57;55580;38847;4;2017;19999,90;19999,90
36222;256474;16;54724;29940;4;2017;134499,99;134499,99
45760;294674;41;61787;25220;2;2018;33999,45;33999,45
45731;290689;99;61030;54599;1;2018;18401,91;18401,91
47123;318813;91;65711;61197;1;2020;100981,80;100981,80
47122;318391;91;65720;27496;1;2020;30141,46;30141,46
36201;253625;96;54487;20258;2;2017;597344,40;597344,40
37489;235089;43;11472;36728;4;2013;9950,17;51601,63
46697;307681;36;63616;27338;1;2019;3830,40;3830,40
42985;224578;67;5855;52434;4;2017;4500,00;4500,00
36606;257309;79;55152;32977;2;2017;88430,00;88430,00
47561;309227;76;64293;20941;1;2019;167951,80;167951,80
43006;31458;76;33624;8694;2;2017;25011,00;25011,00
36168;252936;95;54115;32149;4;2017;16500,00;16500,00
42953;181130;5;3355;32944;2;2016;6000,00;12000,00
36148;47068;95;5029;26579;4;2017;9699,90;10134,74
36149;204702;76;17588;781;2;2017;16926,00;18101,52
47535;310528;95;64037;3706;1;2019;84277,00;84277,00
45756;291614;77;61379;19608;1;2018;201061,44;60253,76
36613;258996;99;55284;19590;4;2017;925,80;925,80
36653;262316;51;55745;24913;2;2017;1100,00;1100,00
37044;265584;21;56307;3675;4;2017;470467,98;470467,98
37109;264320;99;57513;4457;4;2017;341,12;341,12
36602;256600;15;55095;21261;4;2017;26499,90;26499,90
37055;266119;5;56565;26162;2;2017;2000,00;2000,00
36219;255033;96;54700;19967;1;2017;6519921,60;26104545,46
36641;261456;1;55623;55227;2;2017;2325,99;2325,99
45271;283335;96;59777;26045;2;2018;1182336,77;1182336,77
36654;261367;36;55762;24316;2;2017;10999,92;10999,92
46635;305523;25;63143;7253;1;2019;4635,00;4635,00
37122;274894;12;57839;19919;4;2018;312795,12;317215,25
46618;301216;76;62894;290;1;2019;1782,00;1782,00
36604;258584;38;55128;33738;2;2017;189000,00;189000,00
45732;293226;22;61038;14715;1;2018;162000,00;162000,00
36634;260580;11;55563;32713;4;2017;30685,42;61205,82
37090;268217;96;57246;18987;1;2017;1103227,14;1105716,14
45234;282820;41;59323;18729;2;2018;1249325,00;1249325,00
36597;256115;91;55075;20547;2;2017;61777,16;61777,16
36596;260054;10;55086;53258;2;2017;19981,00;19981,00
36612;260946;95;55252;19572;4;2017;2760899,00;2760899,00
36592;261940;11;55393;33012;2;2017;176684,99;176684,99
36585;257486;100;54911;15463;4;2017;1620,00;1620,00
37521;275016;96;58156;56782;1;2018;1712057,21;6709723,94
36598;258848;99;55078;19504;4;2017;17280,00;17280,00
47525;309025;65;63895;30083;1;2019;26711000,40;26711000,40
36625;261726;90;55418;55361;2;2017;39600,00;39600,00
37572;275867;95;58642;19140;4;2018;195000,00;195000,00
36592;259105;95;55002;19084;4;2017;15014,00;15014,00
36222;255052;94;54733;38903;2;2017;189900,00;189900,00
36640;262061;21;55597;54712;4;2017;6000,00;6000,00
45234;282642;41;59329;313;1;2018;13000,00;24916,63
37086;268302;76;57208;16031;2;2017;281360,22;281360,22
37095;271519;57;57324;34837;4;2017;17382,00;17382,00
36209;256549;95;54574;22000;2;2017;128000,00;271238,73
45256;283732;95;59585;22671;4;2018;203000,00;203000,00
45722;292946;41;60963;19597;2;2018;11129,62;11129,62
37572;275867;95;58639;34270;4;2018;90000,00;90000,00
37074;269596;95;56762;56359;2;2017;164199,00;164199,00
37054;265358;12;56488;53257;4;2017;19992,00;19992,00
37054;265358;12;56503;55361;4;2017;110544,00;110544,00
45682;289749;95;60583;19572;4;2018;9150000,00;9150000,00
37064;268490;95;56613;37258;4;2017;44950,00;47400,00
45213;281252;41;59060;10461;1;2018;11421,85;64442,70
45256;283732;95;59592;12946;4;2018;30000,00;30000,00
37059;271132;28;56836;10533;2;2017;283748,08;283748,08
46635;305279;95;63116;25075;4;2019;5990,00;5990,00
36620;259800;99;55364;55732;4;2017;330000,00;330000,00
37069;269656;36;56708;26056;2;2017;2507143,13;1133928,91
37434;267231;12;56236;25355;4;2013;796009,25;796009,25
36642;263200;95;55642;33017;4;2017;190000,00;26316,00
36648;262153;10;55697;27630;4;2017;8450,00;8450,00
37088;263837;77;57193;29285;2;2017;960,00;960,00
36224;256315;95;54729;32283;3;2017;56650,00;56650,00
36628;262350;60;55477;30606;2;2017;284990,00;284990,00
36598;257135;91;55082;55568;1;2017;218250,00;218250,00
47527;310457;51;63915;22099;1;2019;782,00;782,00
36666;264384;16;55860;25969;4;2017;42899,00;42899,00
37110;271741;95;57589;20386;4;2017;53808,70;53808,70
37048;266015;65;56389;22496;2;2017;2802683,00;2802683,00
37082;271724;95;56991;21047;4;2017;139391,99;139391,99
47573;311380;96;64426;20941;1;2019;6426,00;6426,00
36649;263716;34;55739;31915;4;2017;479843,04;0,00
36684;266154;95;56148;23301;4;2017;90597,99;109394,98
37082;265939;76;56970;31915;2;2017;175179,00;398762,19
37072;266498;37;56742;15463;4;2017;3276,00;3276,00
37051;268037;10;56532;27852;2;2017;66000,00;66000,00
42518;153260;77;4920;15045;1;2016;6480492,25;22375331,95
47119;319303;91;65734;26918;1;2020;16523,16;16523,16
37073;269398;95;56770;28911;2;2017;2874,00;2874,00
36691;266280;95;56290;14513;2;2017;75743,64;104963,98
37045;267676;48;56327;55889;2;2017;148992,00;148992,00
37087;271821;95;57102;55660;4;2017;4320,00;4320,00
37110;273232;28;57545;26639;2;2017;425941,11;425941,11
37055;268417;67;56548;49085;4;2017;5000,00;5000,00
37093;269904;21;57275;15452;4;2017;54184,00;62520,00
37083;269053;98;57083;29076;1;2017;87500,00;87500,00
37087;271253;76;57091;31194;2;2017;6000,00;6000,00
36646;262124;98;55661;32889;2;2017;43200,00;43200,00
37054;268261;67;56495;56743;4;2017;2500,00;2500,00
40645;70012;65;5724;17603;1;2015;15385363,75;13762708,78
47551;310889;77;64174;59936;1;2019;7200,00;7200,00
37087;270722;1;57042;39995;2;2017;15000,00;15000,00
37068;267005;94;56780;14246;2;2017;382455,00;382455,00
37041;265158;95;56284;808;4;2017;17800,00;17800,00
37110;274343;57;57567;9017;4;2017;588999,92;681283,90
37067;269009;16;56660;20442;4;2017;1550,00;1550,00
37088;270757;36;57222;28023;2;2017;135084,43;135084,43
37054;265358;12;56514;55940;4;2017;19992,00;19992,00
37118;271621;99;57834;55517;2;2017;19952,00;19952,00
41152;101536;77;34366;18494;4;2015;5799,00;5799,00
37076;270797;22;56811;56983;1;2017;264000,00;264000,00
41152;101536;77;11597;21180;4;2015;129312,12;7876,30
37107;276690;5;58262;7164;2;2017;18848,39;18848,39
41111;81790;57;18287;30652;1;2015;151704,00;819619,23
36668;264659;95;55890;19140;4;2017;20000,00;20000,00
36660;264264;95;55838;19572;4;2017;67339,00;67339,00
37536;273225;99;58300;18920;2;2018;147528,19;147528,19
37103;273640;65;57423;36715;2;2017;25000,00;25000,00
47566;312845;10;64337;14279;1;2019;3954,00;4876,60
37082;271047;95;57197;18896;2;2017;36940,00;36940,00
37051;266363;21;56434;33637;4;2017;115521,82;115521,82
37532;273986;99;58264;54448;2;2018;68700,00;68700,00
37101;269705;99;57369;17938;2;2017;17790,00;17790,00
46668;306791;96;63364;20259;1;2019;587257,28;587257,28
37054;268162;67;56517;56749;4;2017;2000,00;2000,00
40645;137298;65;5724;17603;1;2015;0,00;27286348,19
37053;268246;95;56527;35107;4;2017;70400,00;70400,00
46599;302809;96;62694;379;1;2019;1236155,20;51360,16
37088;272708;48;57182;34068;4;2017;52799,00;52799,00
45229;281535;81;59307;21768;1;2018;8893106,61;8893106,61
46600;301546;36;62728;19103;1;2019;216857,00;225160,00
37116;274701;12;57749;35542;3;2017;495000,00;495000,00
45285;285302;96;59973;57275;1;2018;833334,05;221880,69
45703;291165;4;60797;55605;2;2018;7000,00;7000,00
45260;284349;95;59671;36340;4;2018;3799,00;3799,00
37111;274221;36;57607;37217;2;2017;76326,84;76326,84
45203;279519;97;59099;22088;4;2018;8700,00;8700,00
36404;305740;21;63174;60393;1;2007;9600,00;9600,00
37118;273103;99;57836;20431;2;2017;41500,00;41500,00
42064;184813;21;6648;24687;1;2016;4567457,45;8934986,62
47566;310893;76;64351;20941;1;2019;179928,00;179928,00
37532;268988;11;59226;19456;1;2018;24668603,40;24668603,40
41589;161158;21;33556;50287;1;2016;119537,42;118258,34
47052;317477;81;65216;19771;2;2019;22285,00;22285,00
45672;281613;76;60970;4975;1;2018;6783876,00;7089456,00
41597;133420;21;53822;34464;1;2016;510000,00;537438,24
41603;94156;21;52993;53101;1;2016;39096,00;43764,00
45277;285062;95;59842;21055;4;2018;10200,00;10200,00
41596;232182;21;7507;50111;1;2016;84100,00;67262,54
37086;270662;79;57007;54694;2;2017;510000,00;510000,00
37116;273742;91;57715;57170;4;2017;992,64;992,64
37116;271192;36;57706;19771;2;2017;203000,00;203000,00
42977;244497;96;24374;20766;2;2017;1012327,15;3138333,12
37076;267430;76;56815;17505;2;2017;36700,00;36700,00
45258;283746;16;59606;21325;2;2018;48600,00;48600,00
36216;266300;11;56102;55850;4;2017;2265152,93;2265152,93
42064;184813;21;29323;24687;1;2016;4694442,24;9001062,57
47561;310745;11;64348;20823;1;2019;732226,42;732226,42
47049;316759;43;65148;36137;1;2019;1429272,00;1429272,00
41588;11565;21;50474;52108;1;2016;53100,00;48737,50
45315;285663;77;60322;57641;2;2018;6000,00;6000,00
37488;235089;43;18954;19940;4;2013;29389,82;174584,14
45680;289121;95;60486;58195;2;2018;20241,83;22518,23
45228;281696;95;59260;20317;2;2018;46315,00;46315,00
45672;289006;1;60432;19291;4;2018;24000,00;24000,00
41595;82031;21;41134;11823;1;2016;47122,02;402919,14
41587;3456;21;26020;51294;1;2016;22236,48;61644,35
38789;33981;77;45152;19120;2;2014;3418800,00;17526547,81
37109;273476;57;57517;20173;4;2017;34686,40;0,00
41587;66409;21;42894;50662;1;2016;1994,20;33600,20
41588;228390;21;53827;50644;1;2016;25449,32;93926,36
37110;273476;57;57531;34837;4;2017;171,94;171,94
45759;295664;57;61482;19839;2;2018;51223,40;51223,40
37116;274596;12;57753;263;2;2017;9231000,00;9231000,00
46122;295664;57;61781;27705;2;2019;57030,00;57030,00
37102;273616;98;57526;57074;2;2017;5961,28;5961,28
45264;280869;57;59673;24704;2;2018;936900,00;936900,00
39329;219293;81;21538;932;1;2014;268671,48;2597677,80
37544;277222;38;58358;4283;4;2018;8221,10;8221,10
45313;287221;95;60285;14542;2;2018;2400,00;2400,00
47133;319875;21;65796;56726;1;2020;5521792,71;5521792,71
41994;42851;5;26779;134;1;2016;5250,00;26250,00
46610;303054;95;62844;22818;2;2019;100500,00;100500,00
37115;274069;57;57691;19175;4;2017;22694,00;22694,00
37580;276712;81;58866;56032;4;2018;26600,00;26600,00
45270;285012;95;59817;27207;4;2018;126897,60;156477,40
45667;288654;67;60391;58940;3;2018;2400,00;2400,00
45666;287682;38;60367;4224;2;2018;76099,00;76099,00
45248;282073;23;59472;31915;2;2018;40543,20;40543,20
45674;288136;43;60546;57327;1;2018;2600,00;2600,00
40631;113318;81;16599;6669;1;2015;179344,08;273844,45
37114;274396;95;57630;19572;4;2017;67339,00;67339,00
37087;270175;57;57081;56675;4;2017;3599,00;3599,00
37074;268211;57;56775;23806;4;2017;1970,82;1970,82
46650;306001;100;63210;32713;1;2019;5830,32;5830,32
46160;297872;95;62020;6909;4;2019;25450,00;25450,00
37566;277112;21;58574;33637;4;2018;176439,65;176439,65
37102;273141;99;57395;12837;4;2017;19000,00;19000,00
46229;298362;21;62453;16276;1;2019;176960,52;176960,52
46222;300001;5;62405;59805;4;2019;6900,00;6900,00
37592;279152;98;58911;17723;2;2018;4760,00;4760,00
47520;308810;22;63857;25886;1;2019;541299,66;631516,27
47511;309860;95;63774;60646;4;2019;8495,00;8495,00
45271;282848;95;59756;14888;2;2018;1140,00;1140,00
45314;286431;60;60311;33019;2;2018;262661,00;262661,00
36681;265262;12;56066;29972;2;2017;9590,00;9590,00
47596;314590;91;64946;13679;1;2019;1409999,93;1409999,93
42537;51068;27;26052;23736;2;2016;0,00;322886,28
36628;258599;25;55481;17194;1;2017;13522,00;13522,00
47127;318722;91;65752;31148;1;2020;21301,50;21301,50
37563;276964;37;58540;19897;2;2018;34500,00;34500,00
40158;277732;11;58420;13741;2;2014;30000,00;30000,00
42089;212411;25;14187;23597;1;2016;17050,00;66627,49
37588;279622;54;58785;27338;4;2018;1182,00;1182,00
45228;282345;87;59246;35680;2;2018;1829,80;1829,80
42033;188591;25;752;14834;1;2016;301678,50;547797,76
37044;267309;95;56367;25340;2;2017;8560,00;8560,00
37129;274956;93;57908;17818;3;2018;8988000,00;8988000,00
37086;272021;54;57001;19985;2;2017;146200,00;146200,00
37101;270988;21;57372;16582;4;2017;45000,00;43650,00
36688;266070;95;56176;56023;4;2017;9020,00;9020,00
47539;311137;36;64346;40957;1;2019;19352,00;19352,00
45236;282015;16;59369;14264;1;2018;8348,73;10387,91
37109;268988;11;57953;19350;1;2017;5751048,54;5751048,54
37115;273106;16;57655;16354;4;2017;66999,96;66999,96
36676;265607;65;56008;893;2;2017;130520,40;130520,40
45260;284662;95;59894;26545;2;2018;23430,00;23430,00
37116;274489;91;57777;19355;2;2017;5368485,00;5373435,00
46117;285211;9;61693;10393;4;2019;46400,00;46400,00
37082;271224;54;56925;35588;2;2017;208800,00;208800,00
37036;265281;21;56277;19695;4;2017;37000,00;46250,00
45737;293531;21;61096;13239;3;2018;3989034,24;3989034,24
45295;285977;16;60097;38922;2;2018;13536,24;13536,24
37100;272916;95;57355;39839;4;2017;52000,00;52000,00
47129;319869;95;65784;22202;1;2020;244857,00;244857,00
45301;285610;81;60345;53997;3;2018;42500,00;42500,00
42028;153497;21;38672;35133;1;2016;320448,96;1215022,80
42905;224523;95;22667;3706;1;2016;44939,99;203747,76
41596;145371;21;32711;35491;1;2016;53391,69;405475,59
46117;292435;9;61700;23642;2;2019;10078392,31;15525886,02
45304;286701;21;60180;30412;2;2018;42715,00;42715,00
39316;26278;16;20797;682;2;2014;57600,00;211724,40
47538;309276;1;64093;56431;1;2019;30000,00;30000,00
37111;274508;96;57685;20319;1;2017;280000,00;345440,00
46187;298507;95;62175;58061;4;2019;1813,90;1813,90
37117;274791;64;57799;34096;3;2017;1050000,00;1050000,00
47511;309860;95;63772;2592;4;2019;9600,00;12000,00
45238;282871;67;59377;58309;3;2018;7770,00;7770,00
45262;284450;27;59629;33046;2;2018;44474,40;44474,40
45281;284985;1;59927;21462;2;2018;209000,00;209000,00
36603;258416;5;55113;15379;2;2017;102399,96;168417,62
47547;312210;95;64248;34167;4;2019;56000,00;56000,00
37144;273601;100;57936;31915;4;2018;6607,00;6607,00
45298;285382;41;60197;17603;1;2018;342782,60;691035,00
37604;280026;95;58947;17605;2;2018;240880,00;240880,00
41462;20664;95;24628;22102;2;2010;148000,00;148000,00
45259;284994;60;59680;17481;2;2018;216700,00;216700,00
37556;277200;96;58546;19494;2;2018;113568,00;113568,00
45749;294660;16;61302;58172;1;2018;1778,00;2778,00
37117;276156;98;58179;31915;2;2017;4173816,16;4173816,16
47582;309194;76;64622;20941;1;2019;197200,00;197200,00
37605;277479;81;58993;16220;4;2018;101899,92;101899,92
37094;272451;65;57293;33019;2;2017;56010,00;56010,00
37117;274600;96;57788;39056;2;2017;8842140,00;8842140,00
37111;274358;36;57642;19771;2;2017;17395600,00;17395600,00
41150;54388;16;41139;17631;2;2015;20000,00;61841,97
42047;125873;26;4982;28030;2;2016;158100,00;449225,37
37086;271174;95;57003;19572;4;2017;67339,00;67339,00
37556;277152;16;58447;6579;4;2018;6359,04;6359,04
45312;298200;81;62042;7486;4;2018;26000,00;26000,00
45316;288409;95;60338;27207;4;2018;15885,00;15885,00
36203;255687;95;54504;26216;4;2017;6145,99;6917,55
45766;296385;91;61538;56701;4;2018;4546832,00;4546832,00
37138;274958;96;57898;18871;2;2018;1055149,45;1431265,72
47065;317042;9;65274;59043;1;2020;21530,00;21530,00
38322;215227;77;14797;20914;4;2013;626558,40;713303,03
46611;304469;91;62951;25874;1;2019;5999,99;5999,99
46136;296435;99;61859;24509;1;2019;106200,00;106200,00
45673;288562;95;60457;17605;2;2018;5370,44;5370,44
47610;317132;81;65071;31915;1;2019;18694354,64;18694354,64
45228;281940;79;59243;23587;2;2018;670,00;670,00
38746;193207;95;30270;14701;4;2009;4213,00;4213,00
45714;291675;57;60865;6406;4;2018;12000,00;12000,00
45758;295988;95;61417;30016;1;2018;26000,00;26000,00
40717;164635;81;30881;19018;1;2015;67248,00;125776,98
46639;305152;9;63095;352;1;2019;103911,00;103911,00
47526;293096;11;63908;16018;1;2019;1886064,26;1886064,26
41167;224204;95;22601;7016;1;2015;2515,08;12149,03
46118;289435;9;61741;59041;4;2019;7677,50;5321,50
37574;278885;65;58665;22496;1;2018;9742530,00;5534190,97
37601;278537;91;58934;19571;4;2018;7800,00;7800,00
37556;276747;16;58442;528;4;2018;5191,68;6489,60
46675;306918;12;63406;20229;1;2019;2933471,13;2933471,13
45224;282226;95;59213;23301;3;2018;13532,73;13532,73
46167;301303;95;62407;22671;4;2019;20648,25;20648,25
39161;35524;95;15158;20581;4;2009;150000,00;150000,00
38731;165664;64;17617;1269;4;2009;150500,00;150500,00
37110;274239;76;57557;16031;2;2017;18194,73;18194,73
37602;278285;12;58958;27017;4;2018;46325,15;47406,18
37933;277818;11;58469;22825;1;2013;2000000,00;2000000,00
45743;291860;77;61201;57267;2;2018;20978,40;20978,40
47520;308810;22;63867;59778;1;2019;109000,00;109000,00
38341;187455;77;2189;8770;4;2013;787500,00;2471398,36
46663;306542;21;63318;56901;1;2019;1972800,00;1972800,00
46140;297038;22;61897;59654;1;2019;10000,00;10000,00
46117;293921;9;61707;4975;4;2019;81911,00;81911,00
47108;318667;91;65659;27496;1;2020;5831,60;5831,60
46598;302424;23;62669;31915;1;2019;20163,36;20163,36
46589;304638;21;62961;22000;1;2019;5753,84;5753,84
46222;301112;67;62404;58215;4;2019;4500,00;4500,00
38792;231245;16;39242;15243;4;2014;89595,90;119653,98
41466;36957;96;27201;23229;4;2011;49199,19;240258,68
42079;117663;81;10042;20914;1;2016;2011996,29;2579320,94
39123;133938;95;49684;16166;4;2009;4100,00;4100,00
41609;176868;16;29316;35947;4;2016;11838,82;32877,94
45270;285012;95;59827;33717;4;2018;5000,00;6190,00
46153;297315;98;61972;32478;3;2019;433500,00;433500,00
39338;132518;76;52807;26109;2;2014;14709,96;77477,50
42547;157396;77;18339;31915;4;2016;4661657,40;4661657,40
47073;317968;59;65464;32580;1;2020;164220,00;164220,00
37572;275867;95;58640;21223;4;2018;80000,00;80000,00
45245;278753;99;59471;21260;4;2018;19304,84;19304,84
37572;275867;95;58631;28133;4;2018;225000,00;225000,00
42475;172800;77;746;13729;4;2016;25992,00;10830,00
45305;286877;95;60208;17605;2;2018;18280,00;18280,00
37096;272568;79;57342;19771;2;2017;57490,00;57490,00
37093;271519;57;57279;19737;4;2017;10300,00;10300,00
37082;270595;95;56961;22101;4;2017;77990,00;77990,00
46601;302329;73;62735;379;1;2019;27875,50;29174,50
37587;278653;95;58757;14873;2;2018;127000,00;127000,00
47590;314531;99;64684;19463;1;2019;47990,00;47990,00
39145;66928;1;44626;16545;4;2009;104653,00;104653,00
39570;177387;77;13461;14954;4;2009;156600,00;274050,00
37117;274780;36;57808;24472;2;2017;389499,00;389499,00
37594;279980;67;58851;57968;4;2018;2399,99;2400,00
37766;248675;51;43772;21658;4;2008;1984,00;1984,00
46179;298116;96;62104;32713;1;2019;805299,66;1811874,66
37555;276211;95;58426;22156;4;2018;8353,00;8353,00
45696;289716;95;60732;29793;4;2018;792000,00;792000,00
46150;297071;95;61952;22617;4;2019;19584,00;19584,00
37591;279002;10;58796;1035;2;2018;7000,00;7000,00
47052;317477;81;65209;20857;2;2019;21000,00;21000,00
45249;283287;67;59496;49993;3;2018;15600,00;15600,00
37116;274594;36;57757;32429;2;2017;2857000,00;2857000,00
37111;283986;96;59520;17605;1;2017;280000,00;345440,00
45216;280331;96;59178;17605;2;2018;841500,00;1051875,00
39190;60;16;32810;21658;4;2009;22123,05;53792,62
45666;287209;95;60380;7004;4;2018;24900,00;24900,00
37117;274377;12;57823;33144;2;2017;2500000,00;2500000,00
46611;304469;91;62957;39656;1;2019;3646,96;3646,96
45717;292208;95;60907;25702;3;2018;199890,00;199890,00
38661;98538;64;27729;12681;4;2009;28439,75;119622,42
37024;76841;42;38369;22011;4;2013;240670,00;240670,00
45214;281516;95;59114;20914;2;2018;3448,35;3448,35
38317;195317;81;29895;21708;2;2013;6787231,37;33305228,12
46634;305225;28;63039;17692;2;2019;15000,00;15000,00
39110;106518;92;12616;20781;4;2009;3225962,40;5952300,64
42982;133903;77;10940;22000;4;2017;4800000,00;4800000,00
42961;3718;27;49645;16281;1;2016;200640,00;661392,00
46597;302526;95;62651;30016;1;2019;21024,00;21024,00
46179;298360;67;62136;51727;4;2019;3600,00;3600,00
40716;164635;81;50334;29846;4;2015;45000,00;45000,00
42961;47102;77;39502;23593;1;2016;849657,44;3802720,98
45250;283296;21;59528;20547;4;2018;380942,48;380942,48
36588;257956;98;54936;36228;2;2017;4680,00;5850,00
41531;23192;64;23469;331;1;2015;810000,00;795095,04
